시설명,시설유형,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,전화번호,건립일자,건물면적,관리기관명,데이터기준일자,제공기관코드,제공기관명
쌍용스윗닷홈아파트경로당,경로당,충청북도 청주시 청원구 오창읍 오창중앙로 105,충청북도 청주시 청원구 오창읍 각리 647-1,36.70745782,127.4188701,영업,,2007-02-08,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
쌍이리귀바위,마을회관및경로당,충청북도 청주시 상당구 미원면 쌍이2길 74-15,충청북도 청주시 상당구 미원면 쌍이리 96-5,36.64909421,127.6857707,영업,,2007-06-14,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
쌍이리오미,마을회관및경로당,충청북도 청주시 상당구 미원면 쌍이1길 9,충청북도 청주시 상당구 미원면 쌍이리 243-4,36.64741975,127.6745665,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
쌍청1리경로당,마을회관및경로당,충청북도 청주시 흥덕구 오송읍 쌍청1길 79-12,충청북도 청주시 흥덕구 오송읍 쌍청리 164-2,36.6450753,127.3412231,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
쌍청2리경로당,마을회관및경로당,충청북도 청주시 흥덕구 오송읍 쌍청1길 5-1,충청북도 청주시 흥덕구 오송읍 쌍청리 299-4,36.63828871,127.3438823,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
안덕벌경로당,경로당,충청북도 청주시 청원구 우암산로 251번길 32-2,충청북도 청주시 청원구 내덕동 24-4,36.65686959,127.4983178,영업,,1989-05-03,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
안말경로당,경로당,충청북도 청주시 서원구 수곡로 27번길 9 (수곡2동),충청북도 청주시 서원구 수곡동 984,36.61452616,127.473857,영업,,2000-01-12,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
야양동,마을회관및경로당,충청북도 청주시 흥덕구 부모산로43번길 21 (비하동),충청북도 청주시 흥덕구 비하동 384-2,36.63809415,127.4169465,영업,,2012-10-19,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
양지1리경로당,마을회관및경로당,충청북도 청주시 서원구 현도면 현도양지길 53-4,충청북도 청주시 서원구 현도면 양지리 232,36.46117679,127.414032,영업,,1996-12-16,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
양지2리경로당,마을회관및경로당,충청북도 청주시 서원구 현도면 양지보래길 10,충청북도 청주시 서원구 현도면 양지리 53-7,36.45912255,127.423855,영업,,1993-09-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
양지A,경로당,충청북도 청주시 상당구 꽃산동로 40,충청북도 청주시 상당구 금천동 115-1,36.62320407,127.5075708,영업,,1992-03-09,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
양지경로당,경로당,충청북도 청주시 상당구 산성로27번길 2 (탑동),충청북도 청주시 상당구 탑동 129-7,36.62662894,127.4989634,영업,,1989-05-31,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
양청리경로당,경로당,충청북도 청주시 청원구 오창읍 양청택지1길 7,충청북도 청주시 청원구 오창읍 양청리 729-11,36.71672879,127.4205089,영업,,2014-06-20,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
수곡2리,마을회관및경로당,충청북도 청주시 상당구 가덕면 수곡길 65,충청북도 청주시 상당구 가덕면 수곡리 104-2,36.55942196,127.5677252,영업,,1994-12-24,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
수곡경로당,경로당,충청북도 청주시 서원구 서원남로19번길 41,충청북도 청주시 서원구 수곡동 84-4,36.62031289,127.4843842,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
수대리경로당,마을회관및경로당,충청북도 청주시 서원구 남이면 수대길 14-5,충청북도 청주시 서원구 남이면 수대리 142-2,36.57095834,127.450808,영업,,1997-12-22,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
수락리,마을회관및경로당,충청북도 청주시 흥덕구 옥산면 수락길 55,충청북도 청주시 흥덕구 옥산면 수락리 352-1,36.70301371,127.3406339,영업,,1993-06-10,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
수복정경로당,경로당,충청북도 청주시 서원구 청남로2064번길 26,충청북도 청주시 서원구 수곡동 57-2,36.61611408,127.487915,영업,,1999-04-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
수산1리,마을회관및경로당,충청북도 청주시 상당구 미원면 수산길 20-8,충청북도 청주시 상당구 미원면 수산리 275-1,36.65397987,127.6461083,영업,,1997-03-10,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
수산2리,마을회관및경로당,충청북도 청주시 상당구 미원면 수산1길 17,충청북도 청주시 상당구 미원면 수산리 130,36.66308799,127.6455625,영업,,1991-03-25,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
수안들경로당,경로당,충청북도 청주시 흥덕구 운천로 13-8,충청북도 청주시 흥덕구 운천동 1256,36.65141936,127.4754458,영업,,2008-07-24,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
수암,경로당,충청북도 청주시 상당구 수암로 54번길 13-1,충청북도 청주시 상당구 수동 83-19,36.6469607,127.4949958,영업,,2005-11-25,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
수의,마을회관및경로당,충청북도 청주시 흥덕구 청정로 7 (수의동),충청북도 청주시 흥덕구 수의동 282,36.61181357,127.3875693,영업,,1989-05-31,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
수의동강촌,마을회관및경로당,충청북도 청주시 흥덕구 강상로 46 (수의동),충청북도 청주시 흥덕구 수의동 159,36.62202537,127.3916317,영업,,1999-09-20,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
수정A,경로당,충청북도 청주시 상당구 영운로96번길 22,충청북도 청주시 상당구 금천동 157-5,36.62385173,127.4972233,영업,,1998-09-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
시동리,마을회관및경로당,충청북도 청주시 상당구 가덕면 인차시동로 288-21,충청북도 청주시 상당구 가덕면 시동리 116-3,36.57169337,127.5692703,영업,,1996-12-26,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
시동리경로당,마을회관및경로당,충청북도 청주시 서원구 현도면 현도시동1길 3,충청북도 청주시 서원구 현도면 시동리 62,36.49109566,127.4478925,영업,,2008-11-24,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
시목1리경로당,마을회관및경로당,충청북도 청주시 서원구 현도면 시목1길 36,충청북도 청주시 서원구 현도면 시목리 440,36.48745607,127.4106772,영업,,1993-06-24,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
시목2리경로당,마을회관및경로당,충청북도 청주시 서원구 현도면 시목2길 39-2,충청북도 청주시 서원구 현도면 시목리 121-3,36.48734247,127.4149648,영업,,2005-11-02,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
시목3리경로당,마을회관및경로당,충청북도 청주시 서원구 현도면 시목3길 27-1,충청북도 청주시 서원구 현도면 시목리 237-9,36.49054698,127.4139753,영업,,1993-09-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
시영A경로당,경로당,충청북도 청주시 서원구 신율로 71 (개신동),충청북도 청주시 서원구 개신동 506,36.62445356,127.4466313,영업,,1991-02-19,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
신기리경로당,마을회관및경로당,충청북도 청주시 청원구 북이면 신기길 33,충청북도 청주시 청원구 북이면 신기리 220-3,36.73323953,127.545336,영업,,1997-11-17,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
신대1구,경로당,충청북도 청주시 흥덕구 미호로397번길 4,충청북도 청주시 흥덕구 신대동 349-1,36.67695341,127.4039717,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
신대1리경로당,마을회관및경로당,충청북도 청주시 청원구 북이면 신대길 22-10,충청북도 청주시 청원구 북이면 신대리 302-2,36.74023367,127.5401607,영업,,1996-08-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
신대2구,경로당,충청북도 청주시 흥덕구 미호로327번길 51,충청북도 청주시 흥덕구 신대동 258,36.67671176,127.410966,영업,,1989-05-29,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
신대2리경로당,마을회관및경로당,충청북도 청주시 청원구 북이면 신대2길 18,충청북도 청주시 청원구 북이면 신대리 203-4,36.73906275,127.5311965,영업,,2002-09-10,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
신동아아파트경로당,경로당,"충청북도 청주시 청원구 율봉로 77(사천동, 신동아아파트)",충청북도 청주시 청원구 사천동 229-1,36.66643915,127.4789269,영업,,1993-05-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
신라A,경로당,충청북도 청주시 흥덕구 가로수로1308번길 42,충청북도 청주시 흥덕구 가경동 768,36.6309803,127.4372466,영업,,1994-08-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
신라맨션경로당,경로당,"충청북도 청주시 청원구 공항로97번길 24(율량동, 신라맨션)",충청북도 청주시 청원구 율량동 1868,36.66553656,127.4848573,영업,,1990-06-08,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
신라송림(아)경로당,경로당,충청북도 청주시 상당구 단재로77번길 21-22,충청북도 청주시 상당구 영운동 145-11,36.62273962,127.4971003,영업,,1996-06-27,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
신라아파트경로당,경로당,"충청북도 청주시 청원구 율봉로94번길 9, 가열210호(율량동, 신라아파트)",충청북도 청주시 청원구 율량동 1292,36.66650198,127.4803539,영업,,2015-09-10,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
신목골경로당,마을회관및경로당,충청북도 청주시 서원구 가장로383번길 8-2,충청북도 청주시 서원구 장암동 352-4,36.59273522,127.4873772,영업,,2012-11-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
신봉삼정백조아파트경로당,경로당,충청북도 청주시 흥덕구 직지대로669번길 45 (신봉동),충청북도 청주시 흥덕구 신봉동 310,36.64547903,127.4675467,영업,,1996-01-26,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
사창동웃말경로당,경로당,충청북도 청주시 서원구 사직대로176번길 26-2,충청북도 청주시 서원구 사창동 298-12,36.63414529,127.4664847,영업,,1981-01-19,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
사창동장수경로당,경로당,충청북도 청주시 서원구 사직대로89번길 26-9,충청북도 청주시 서원구 사창동 138-14,36.63610925,127.4579496,영업,,1982-02-17,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
사창동중앙경로당,경로당,충청북도 청주시 서원구 봉명로240번길 43,충청북도 청주시 서원구 사창동 243-25,36.63786282,127.4682733,영업,,2000-08-05,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
사창동창수경로당,경로당,충청북도 청주시 서원구 1순환로704번길 60,충청북도 청주시 서원구 사창동 475,36.63237396,127.4588928,영업,,1996-12-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
사창동창신경로당,경로당,충청북도 청주시 서원구 창직로29번길 25,충청북도 청주시 서원구 사창동 359-18,36.63206172,127.4649344,영업,,1986-09-26,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
사창동천수경로당,경로당,충청북도 청주시 서원구 천수로25,충청북도 청주시 서원구 사창동 182,36.6379455,127.4611925,영업,,1994-09-12,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
사창동현대아파트경로당,경로당,충청북도 청주시 서원구 사직대로157번길 18,충청북도 청주시 서원구 사창동 227-2,36.63644914,127.4647505,영업,,1989-10-07,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
효성아파트경로당,경로당,"충청북도 청주시 흥덕구 2순환로1050번길 39 (비하동, 효성A)",충청북도 청주시 흥덕구 비하동 369,36.64006735,127.4189256,영업,,1996-02-01,,충청북도 청주시청,2024-11-11,5710000,충청북도 청주시
